id_municipio,nom_municipio,nom_estado
7030,Chicomuselo,Chiapas
7031,Chilón,Chiapas
7031,Chilón,Chiapas
7031,Chilón,Chiapas
7032,Escuintla,Chiapas
7032,Escuintla,Chiapas
7032,Escuintla,Chiapas
7033,Francisco León,Chiapas
7033,Francisco León,Chiapas
7033,Francisco León,Chiapas
7034,Frontera Comalapa,Chiapas
7034,Frontera Comalapa,Chiapas
7034,Frontera Comalapa,Chiapas
7035,Frontera Hidalgo,Chiapas
7035,Frontera Hidalgo,Chiapas
7035,Frontera Hidalgo,Chiapas
7036,La Grandeza,Chiapas
7036,La Grandeza,Chiapas
7036,La Grandeza,Chiapas
7037,Huehuetán,Chiapas
7037,Huehuetán,Chiapas
7037,Huehuetán,Chiapas
7038,Huixtán,Chiapas
7038,Huixtán,Chiapas
7038,Huixtán,Chiapas
7039,Huitiupán,Chiapas
7039,Huitiupán,Chiapas
7039,Huitiupán,Chiapas
7040,Huixtla,Chiapas
7040,Huixtla,Chiapas
7040,Huixtla,Chiapas
7041,La Independencia,Chiapas
7041,La Independencia,Chiapas
7041,La Independencia,Chiapas
7042,Ixhuatán,Chiapas
7042,Ixhuatán,Chiapas
7042,Ixhuatán,Chiapas
7043,Ixtacomitán,Chiapas
7043,Ixtacomitán,Chiapas
7043,Ixtacomitán,Chiapas
7044,Ixtapa,Chiapas
7044,Ixtapa,Chiapas
7044,Ixtapa,Chiapas
7045,Ixtapangajoya,Chiapas
7045,Ixtapangajoya,Chiapas
7045,Ixtapangajoya,Chiapas
7046,Jiquipilas,Chiapas
7046,Jiquipilas,Chiapas
7046,Jiquipilas,Chiapas
7047,Jitotol,Chiapas
7047,Jitotol,Chiapas
7047,Jitotol,Chiapas
7048,Juárez,Chiapas
7048,Juárez,Chiapas
7048,Juárez,Chiapas
7049,Larráinzar,Chiapas
7049,Larráinzar,Chiapas
7049,Larráinzar,Chiapas
7050,La Libertad,Chiapas
7050,La Libertad,Chiapas
7050,La Libertad,Chiapas
7051,Mapastepec,Chiapas
7051,Mapastepec,Chiapas
7051,Mapastepec,Chiapas
7052,Las Margaritas,Chiapas
7052,Las Margaritas,Chiapas
7052,Las Margaritas,Chiapas
7053,Mazapa de Madero,Chiapas
7053,Mazapa de Madero,Chiapas
7053,Mazapa de Madero,Chiapas
7054,Mazatán,Chiapas
7054,Mazatán,Chiapas
7054,Mazatán,Chiapas
7055,Metapa,Chiapas
7055,Metapa,Chiapas
7055,Metapa,Chiapas
7056,Mitontic,Chiapas
7056,Mitontic,Chiapas
7056,Mitontic,Chiapas
7057,Motozintla,Chiapas
7057,Motozintla,Chiapas
7057,Motozintla,Chiapas
7058,Nicolás Ruíz,Chiapas
7058,Nicolás Ruíz,Chiapas
7058,Nicolás Ruíz,Chiapas
7059,Ocosingo,Chiapas
7059,Ocosingo,Chiapas
7059,Ocosingo,Chiapas
7060,Ocotepec,Chiapas
7060,Ocotepec,Chiapas
7060,Ocotepec,Chiapas
7061,Ocozocoautla de Espinosa,Chiapas
7061,Ocozocoautla de Espinosa,Chiapas
7061,Ocozocoautla de Espinosa,Chiapas
7062,Ostuacán,Chiapas
7062,Ostuacán,Chiapas
7062,Ostuacán,Chiapas
7063,Osumacinta,Chiapas
7063,Osumacinta,Chiapas
7063,Osumacinta,Chiapas
7064,Oxchuc,Chiapas
7064,Oxchuc,Chiapas
7064,Oxchuc,Chiapas
7065,Palenque,Chiapas
7065,Palenque,Chiapas
7065,Palenque,Chiapas
7066,Pantelhó,Chiapas
7066,Pantelhó,Chiapas
7066,Pantelhó,Chiapas
7067,Pantepec,Chiapas
7067,Pantepec,Chiapas
7067,Pantepec,Chiapas
7068,Pichucalco,Chiapas
7068,Pichucalco,Chiapas
7068,Pichucalco,Chiapas
7069,Pijijiapan,Chiapas
7069,Pijijiapan,Chiapas
7069,Pijijiapan,Chiapas
7070,El Porvenir,Chiapas
7070,El Porvenir,Chiapas
7070,El Porvenir,Chiapas
7071,Villa Comaltitlán,Chiapas
7071,Villa Comaltitlán,Chiapas
7071,Villa Comaltitlán,Chiapas
7072,Pueblo Nuevo Solistahuacán,Chiapas
7072,Pueblo Nuevo Solistahuacán,Chiapas
7072,Pueblo Nuevo Solistahuacán,Chiapas
7073,Rayón,Chiapas
7073,Rayón,Chiapas
7073,Rayón,Chiapas
7074,Reforma,Chiapas
7074,Reforma,Chiapas
7074,Reforma,Chiapas
7075,Las Rosas,Chiapas
7075,Las Rosas,Chiapas
7075,Las Rosas,Chiapas
7076,Sabanilla,Chiapas
7076,Sabanilla,Chiapas
7076,Sabanilla,Chiapas
7077,Salto de Agua,Chiapas
7077,Salto de Agua,Chiapas
7077,Salto de Agua,Chiapas
7078,San Cristóbal de las Casas,Chiapas
7078,San Cristóbal de las Casas,Chiapas
7078,San Cristóbal de las Casas,Chiapas
7079,San Fernando,Chiapas
7079,San Fernando,Chiapas
7079,San Fernando,Chiapas
7080,Siltepec,Chiapas
7080,Siltepec,Chiapas
7080,Siltepec,Chiapas
7081,Simojovel,Chiapas
7081,Simojovel,Chiapas
7081,Simojovel,Chiapas
7082,Sitalá,Chiapas
7082,Sitalá,Chiapas
7082,Sitalá,Chiapas
7083,Socoltenango,Chiapas
7083,Socoltenango,Chiapas
7083,Socoltenango,Chiapas
7084,Solosuchiapa,Chiapas
7084,Solosuchiapa,Chiapas
7084,Solosuchiapa,Chiapas
7085,Soyaló,Chiapas
7085,Soyaló,Chiapas
7085,Soyaló,Chiapas
7086,Suchiapa,Chiapas
7086,Suchiapa,Chiapas
7086,Suchiapa,Chiapas
7087,Suchiate,Chiapas
7087,Suchiate,Chiapas
7087,Suchiate,Chiapas
7088,Sunuapa,Chiapas
7088,Sunuapa,Chiapas
7088,Sunuapa,Chiapas
7089,Tapachula,Chiapas
7089,Tapachula,Chiapas
7089,Tapachula,Chiapas
7090,Tapalapa,Chiapas
7090,Tapalapa,Chiapas
7090,Tapalapa,Chiapas
7091,Tapilula,Chiapas
7091,Tapilula,Chiapas
7091,Tapilula,Chiapas
7092,Tecpatán,Chiapas
7092,Tecpatán,Chiapas
7092,Tecpatán,Chiapas
7093,Tenejapa,Chiapas
7093,Tenejapa,Chiapas
7093,Tenejapa,Chiapas
7094,Teopisca,Chiapas
7094,Teopisca,Chiapas
7094,Teopisca,Chiapas
7096,Tila,Chiapas
7096,Tila,Chiapas
7096,Tila,Chiapas
7097,Tonalá,Chiapas
7097,Tonalá,Chiapas
7097,Tonalá,Chiapas
7098,Totolapa,Chiapas
7098,Totolapa,Chiapas
7098,Totolapa,Chiapas
7099,La Trinitaria,Chiapas
7099,La Trinitaria,Chiapas
7099,La Trinitaria,Chiapas
7100,Tumbalá,Chiapas
7100,Tumbalá,Chiapas
7100,Tumbalá,Chiapas
7101,Tuxtla Gutiérrez,Chiapas
7101,Tuxtla Gutiérrez,Chiapas
7101,Tuxtla Gutiérrez,Chiapas
7102,Tuxtla Chico,Chiapas
7102,Tuxtla Chico,Chiapas
7102,Tuxtla Chico,Chiapas
7103,Tuzantán,Chiapas
7103,Tuzantán,Chiapas
7103,Tuzantán,Chiapas
7104,Tzimol,Chiapas
7104,Tzimol,Chiapas
7104,Tzimol,Chiapas
7105,Unión Juárez,Chiapas
7105,Unión Juárez,Chiapas
7105,Unión Juárez,Chiapas
7106,Venustiano Carranza,Chiapas
7106,Venustiano Carranza,Chiapas
7106,Venustiano Carranza,Chiapas
7107,Villa Corzo,Chiapas
7107,Villa Corzo,Chiapas
7107,Villa Corzo,Chiapas
7108,Villaflores,Chiapas
7108,Villaflores,Chiapas
7108,Villaflores,Chiapas
7109,Yajalón,Chiapas
7109,Yajalón,Chiapas
7109,Yajalón,Chiapas
7110,San Lucas,Chiapas
7110,San Lucas,Chiapas
7110,San Lucas,Chiapas
7111,Zinacantán,Chiapas
7111,Zinacantán,Chiapas
7111,Zinacantán,Chiapas
7112,San Juan Cancuc,Chiapas
7112,San Juan Cancuc,Chiapas
7112,San Juan Cancuc,Chiapas
7113,Aldama,Chiapas
7113,Aldama,Chiapas
7113,Aldama,Chiapas
7114,Benemérito de las Américas,Chiapas
7114,Benemérito de las Américas,Chiapas
7114,Benemérito de las Américas,Chiapas
7115,Maravilla Tenejapa,Chiapas
7115,Maravilla Tenejapa,Chiapas
7115,Maravilla Tenejapa,Chiapas
7116,Marqués de Comillas,Chiapas
7116,Marqués de Comillas,Chiapas
7116,Marqués de Comillas,Chiapas
7117,Montecristo de Guerrero,Chiapas
7117,Montecristo de Guerrero,Chiapas
7117,Montecristo de Guerrero,Chiapas
7118,San Andrés Duraznal,Chiapas
7118,San Andrés Duraznal,Chiapas
7118,San Andrés Duraznal,Chiapas
7119,Santiago el Pinar,Chiapas
7119,Santiago el Pinar,Chiapas
7119,Santiago el Pinar,Chiapas
7120,Capitán Luis Ángel Vidal,Chiapas
7120,Capitán Luis Ángel Vidal,Chiapas
7120,Capitán Luis Ángel Vidal,Chiapas
7121,Rincón Chamula San Pedro,Chiapas
7121,Rincón Chamula San Pedro,Chiapas
7121,Rincón Chamula San Pedro,Chiapas
7122,El Parral,Chiapas
7122,El Parral,Chiapas
7122,El Parral,Chiapas
7123,Emiliano Zapata,Chiapas
7123,Emiliano Zapata,Chiapas
7123,Emiliano Zapata,Chiapas
7124,Mezcalapa,Chiapas
7124,Mezcalapa,Chiapas
7124,Mezcalapa,Chiapas
7125,Honduras de la Sierra,Chiapas
7125,Honduras de la Sierra,Chiapas
7125,Honduras de la Sierra,Chiapas
8001,Ahumada,Chihuahua
8001,Ahumada,Chihuahua
8001,Ahumada,Chihuahua
8002,Aldama,Chihuahua
8002,Aldama,Chihuahua
8002,Aldama,Chihuahua
8003,Allende,Chihuahua
8003,Allende,Chihuahua
8003,Allende,Chihuahua
8004,Aquiles Serdán,Chihuahua
8004,Aquiles Serdán,Chihuahua
8004,Aquiles Serdán,Chihuahua
8005,Ascensión,Chihuahua
8005,Ascensión,Chihuahua
8005,Ascensión,Chihuahua
8006,Bachíniva,Chihuahua
8006,Bachíniva,Chihuahua
8006,Bachíniva,Chihuahua
8007,Balleza,Chihuahua
8007,Balleza,Chihuahua
8007,Balleza,Chihuahua
8008,Batopilas de Manuel Gómez Morín,Chihuahua
8008,Batopilas de Manuel Gómez Morín,Chihuahua
8008,Batopilas de Manuel Gómez Morín,Chihuahua
8009,Bocoyna,Chihuahua
8009,Bocoyna,Chihuahua
8009,Bocoyna,Chihuahua
8010,Buenaventura,Chihuahua
8010,Buenaventura,Chihuahua
8010,Buenaventura,Chihuahua
8011,Camargo,Chihuahua
8011,Camargo,Chihuahua
8011,Camargo,Chihuahua
8012,Carichí,Chihuahua
8012,Carichí,Chihuahua
8012,Carichí,Chihuahua
8013,Casas Grandes,Chihuahua
8013,Casas Grandes,Chihuahua
8013,Casas Grandes,Chihuahua
8014,Coronado,Chihuahua
8014,Coronado,Chihuahua
8014,Coronado,Chihuahua
8015,Coyame del Sotol,Chihuahua
8015,Coyame del Sotol,Chihuahua
8015,Coyame del Sotol,Chihuahua
8016,La Cruz,Chihuahua
8016,La Cruz,Chihuahua
8016,La Cruz,Chihuahua
8017,Cuauhtémoc,Chihuahua
8017,Cuauhtémoc,Chihuahua
8017,Cuauhtémoc,Chihuahua
8018,Cusihuiriachi,Chihuahua
8018,Cusihuiriachi,Chihuahua
8018,Cusihuiriachi,Chihuahua
8019,Chihuahua,Chihuahua
8019,Chihuahua,Chihuahua
8019,Chihuahua,Chihuahua
8020,Chínipas,Chihuahua
8020,Chínipas,Chihuahua
8020,Chínipas,Chihuahua
8021,Delicias,Chihuahua
8021,Delicias,Chihuahua
8021,Delicias,Chihuahua
8022,Dr. Belisario Domínguez,Chihuahua
8022,Dr. Belisario Domínguez,Chihuahua
8022,Dr. Belisario Domínguez,Chihuahua
8023,Galeana,Chihuahua
8023,Galeana,Chihuahua
8023,Galeana,Chihuahua
8024,Santa Isabel,Chihuahua
8024,Santa Isabel,Chihuahua
8024,Santa Isabel,Chihuahua
8025,Gómez Farías,Chihuahua
8025,Gómez Farías,Chihuahua
8025,Gómez Farías,Chihuahua
8026,Gran Morelos,Chihuahua
8026,Gran Morelos,Chihuahua
8026,Gran Morelos,Chihuahua
8027,Guachochi,Chihuahua
8027,Guachochi,Chihuahua
8027,Guachochi,Chihuahua
8028,Guadalupe,Chihuahua
8028,Guadalupe,Chihuahua
8028,Guadalupe,Chihuahua
8029,Guadalupe y Calvo,Chihuahua
8029,Guadalupe y Calvo,Chihuahua
8029,Guadalupe y Calvo,Chihuahua
8030,Guazapares,Chihuahua
8030,Guazapares,Chihuahua
8030,Guazapares,Chihuahua
8031,Guerrero,Chihuahua
8031,Guerrero,Chihuahua
8031,Guerrero,Chihuahua
8032,Hidalgo del Parral,Chihuahua
8032,Hidalgo del Parral,Chihuahua
8032,Hidalgo del Parral,Chihuahua
8033,Huejotitán,Chihuahua
8033,Huejotitán,Chihuahua
8033,Huejotitán,Chihuahua
8034,Ignacio Zaragoza,Chihuahua
8034,Ignacio Zaragoza,Chihuahua
8034,Ignacio Zaragoza,Chihuahua
8035,Janos,Chihuahua
8035,Janos,Chihuahua
8035,Janos,Chihuahua
8036,Jiménez,Chihuahua
8036,Jiménez,Chihuahua
8036,Jiménez,Chihuahua
8037,Juárez,Chihuahua
8037,Juárez,Chihuahua
8037,Juárez,Chihuahua
8038,Julimes,Chihuahua
8038,Julimes,Chihuahua
8038,Julimes,Chihuahua
8039,López,Chihuahua
8039,López,Chihuahua
8039,López,Chihuahua
8040,Madera,Chihuahua
8040,Madera,Chihuahua
8040,Madera,Chihuahua
8041,Maguarichi,Chihuahua
8041,Maguarichi,Chihuahua
8041,Maguarichi,Chihuahua
8042,Manuel Benavides,Chihuahua
8042,Manuel Benavides,Chihuahua
8042,Manuel Benavides,Chihuahua
8043,Matachí,Chihuahua
8043,Matachí,Chihuahua
8043,Matachí,Chihuahua
8044,Matamoros,Chihuahua
8044,Matamoros,Chihuahua
8044,Matamoros,Chihuahua
8045,Meoqui,Chihuahua
8045,Meoqui,Chihuahua
8045,Meoqui,Chihuahua
8046,Morelos,Chihuahua
8046,Morelos,Chihuahua
8046,Morelos,Chihuahua
8047,Moris,Chihuahua
8047,Moris,Chihuahua
8047,Moris,Chihuahua
8048,Namiquipa,Chihuahua
8048,Namiquipa,Chihuahua
8048,Namiquipa,Chihuahua
8049,Nonoava,Chihuahua
8049,Nonoava,Chihuahua
8049,Nonoava,Chihuahua
8050,Nuevo Casas Grandes,Chihuahua
8050,Nuevo Casas Grandes,Chihuahua
8050,Nuevo Casas Grandes,Chihuahua
8051,Ocampo,Chihuahua
8051,Ocampo,Chihuahua
8051,Ocampo,Chihuahua
8052,Ojinaga,Chihuahua
8052,Ojinaga,Chihuahua
8052,Ojinaga,Chihuahua
8053,Praxedis G. Guerrero,Chihuahua
8053,Praxedis G. Guerrero,Chihuahua
8053,Praxedis G. Guerrero,Chihuahua
8054,Riva Palacio,Chihuahua
8054,Riva Palacio,Chihuahua
8054,Riva Palacio,Chihuahua
8055,Rosales,Chihuahua
8055,Rosales,Chihuahua
8055,Rosales,Chihuahua
8056,Rosario,Chihuahua
8056,Rosario,Chihuahua
8056,Rosario,Chihuahua
8057,San Francisco de Borja,Chihuahua
8057,San Francisco de Borja,Chihuahua
8057,San Francisco de Borja,Chihuahua
8058,San Francisco de Conchos,Chihuahua
8058,San Francisco de Conchos,Chihuahua
8058,San Francisco de Conchos,Chihuahua
8059,San Francisco del Oro,Chihuahua
8059,San Francisco del Oro,Chihuahua
8059,San Francisco del Oro,Chihuahua
8060,Santa Bárbara,Chihuahua
8060,Santa Bárbara,Chihuahua
8060,Santa Bárbara,Chihuahua
8061,Satevó,Chihuahua
8061,Satevó,Chihuahua
8061,Satevó,Chihuahua
8062,Saucillo,Chihuahua
8062,Saucillo,Chihuahua
8062,Saucillo,Chihuahua
8063,Temósachic,Chihuahua
8063,Temósachic,Chihuahua
8063,Temósachic,Chihuahua
8064,El Tule,Chihuahua
8064,El Tule,Chihuahua
8064,El Tule,Chihuahua
8065,Urique,Chihuahua
8065,Urique,Chihuahua
8065,Urique,Chihuahua
8066,Uruachi,Chihuahua
8066,Uruachi,Chihuahua
8066,Uruachi,Chihuahua
8067,Valle de Zaragoza,Chihuahua
8067,Valle de Zaragoza,Chihuahua
8067,Valle de Zaragoza,Chihuahua
9002,Azcapotzalco,Ciudad de México
9002,Azcapotzalco,Ciudad de México
9002,Azcapotzalco,Ciudad de México
9003,Coyoacán,Ciudad de México
9003,Coyoacán,Ciudad de México
9003,Coyoacán,Ciudad de México
9004,Cuajimalpa de Morelos,Ciudad de México
9004,Cuajimalpa de Morelos,Ciudad de México
9004,Cuajimalpa de Morelos,Ciudad de México
9005,Gustavo A. Madero,Ciudad de México
9005,Gustavo A. Madero,Ciudad de México
9005,Gustavo A. Madero,Ciudad de México
9006,Iztacalco,Ciudad de México
9006,Iztacalco,Ciudad de México
9006,Iztacalco,Ciudad de México
9007,Iztapalapa,Ciudad de México
9007,Iztapalapa,Ciudad de México
9007,Iztapalapa,Ciudad de México
9008,La Magdalena Contreras,Ciudad de México
9008,La Magdalena Contreras,Ciudad de México
9008,La Magdalena Contreras,Ciudad de México
9009,Milpa Alta,Ciudad de México
9009,Milpa Alta,Ciudad de México
9009,Milpa Alta,Ciudad de México
9010,Álvaro Obregón,Ciudad de México
9010,Álvaro Obregón,Ciudad de México
9010,Álvaro Obregón,Ciudad de México
9011,Tláhuac,Ciudad de México
9011,Tláhuac,Ciudad de México
9011,Tláhuac,Ciudad de México
9012,Tlalpan,Ciudad de México
9012,Tlalpan,Ciudad de México
9012,Tlalpan,Ciudad de México
9013,Xochimilco,Ciudad de México
9013,Xochimilco,Ciudad de México
9013,Xochimilco,Ciudad de México
9014,Benito Juárez,Ciudad de México
9014,Benito Juárez,Ciudad de México
9014,Benito Juárez,Ciudad de México
9015,Cuauhtémoc,Ciudad de México
9015,Cuauhtémoc,Ciudad de México
9015,Cuauhtémoc,Ciudad de México
9016,Miguel Hidalgo,Ciudad de México
9016,Miguel Hidalgo,Ciudad de México
9016,Miguel Hidalgo,Ciudad de México
9017,Venustiano Carranza,Ciudad de México
9017,Venustiano Carranza,Ciudad de México
9017,Venustiano Carranza,Ciudad de México
9998,No Especificado,Ciudad de México
9998,No Especificado,Ciudad de México
9998,No Especificado,Ciudad de México
5001,Abasolo,Coahuila de Zaragoza
5001,Abasolo,Coahuila de Zaragoza
5001,Abasolo,Coahuila de Zaragoza
5002,Acuña,Coahuila de Zaragoza
5002,Acuña,Coahuila de Zaragoza
5002,Acuña,Coahuila de Zaragoza
5003,Allende,Coahuila de Zaragoza
5003,Allende,Coahuila de Zaragoza
5003,Allende,Coahuila de Zaragoza
5004,Arteaga,Coahuila de Zaragoza
5004,Arteaga,Coahuila de Zaragoza
5004,Arteaga,Coahuila de Zaragoza
5005,Candela,Coahuila de Zaragoza
5005,Candela,Coahuila de Zaragoza
5005,Candela,Coahuila de Zaragoza
5006,Castaños,Coahuila de Zaragoza
5006,Castaños,Coahuila de Zaragoza
5006,Castaños,Coahuila de Zaragoza
5007,Cuatro Ciénegas,Coahuila de Zaragoza
5007,Cuatro Ciénegas,Coahuila de Zaragoza
5007,Cuatro Ciénegas,Coahuila de Zaragoza
5008,Escobedo,Coahuila de Zaragoza
5008,Escobedo,Coahuila de Zaragoza
5008,Escobedo,Coahuila de Zaragoza
5009,Francisco I. Madero,Coahuila de Zaragoza
5009,Francisco I. Madero,Coahuila de Zaragoza
5009,Francisco I. Madero,Coahuila de Zaragoza
5010,Frontera,Coahuila de Zaragoza
5010,Frontera,Coahuila de Zaragoza
5010,Frontera,Coahuila de Zaragoza
5011,General Cepeda,Coahuila de Zaragoza
5011,General Cepeda,Coahuila de Zaragoza
5011,General Cepeda,Coahuila de Zaragoza
5012,Guerrero,Coahuila de Zaragoza
5012,Guerrero,Coahuila de Zaragoza
5012,Guerrero,Coahuila de Zaragoza
5013,Hidalgo,Coahuila de Zaragoza
5013,Hidalgo,Coahuila de Zaragoza
5013,Hidalgo,Coahuila de Zaragoza
5014,Jiménez,Coahuila de Zaragoza
5014,Jiménez,Coahuila de Zaragoza
5014,Jiménez,Coahuila de Zaragoza
5015,Juárez,Coahuila de Zaragoza
5015,Juárez,Coahuila de Zaragoza
5015,Juárez,Coahuila de Zaragoza
5016,Lamadrid,Coahuila de Zaragoza
5016,Lamadrid,Coahuila de Zaragoza
5016,Lamadrid,Coahuila de Zaragoza
5017,Matamoros,Coahuila de Zaragoza
5017,Matamoros,Coahuila de Zaragoza
5017,Matamoros,Coahuila de Zaragoza
5018,Monclova,Coahuila de Zaragoza
5018,Monclova,Coahuila de Zaragoza
5018,Monclova,Coahuila de Zaragoza
5019,Morelos,Coahuila de Zaragoza
5019,Morelos,Coahuila de Zaragoza
5019,Morelos,Coahuila de Zaragoza
5020,Múzquiz,Coahuila de Zaragoza
5020,Múzquiz,Coahuila de Zaragoza
5020,Múzquiz,Coahuila de Zaragoza
5021,Nadadores,Coahuila de Zaragoza
5021,Nadadores,Coahuila de Zaragoza
5021,Nadadores,Coahuila de Zaragoza
5022,Nava,Coahuila de Zaragoza
5022,Nava,Coahuila de Zaragoza
5022,Nava,Coahuila de Zaragoza
5023,Ocampo,Coahuila de Zaragoza
5023,Ocampo,Coahuila de Zaragoza
5023,Ocampo,Coahuila de Zaragoza
5024,Parras,Coahuila de Zaragoza
